Week number,Start Date,Location (county),Latitude,Longitude,AvgTemp,AvgPressure,AvgWindSpeed,Total number of birds testing positive
Week 21 (2023),5/22/2023,Greater London,-0.5562822493180412,-1.0392729134664618,1.6387575459955297,2.0209127366102924,-1.6540460709766833,1.0
Week 21 (2023),5/22/2023,Cornwall,-0.8861866105761333,1.277521761392729,1.5548159395295476,2.0209127366102924,-1.3908796044680456,1.0
Week 21 (2023),5/22/2023,Carmarthenshire,-0.44039833043021065,0.9719918074756781,1.4818232402541465,2.0209127366102924,1.5000000000000009,1.0
Week 21 (2023),5/22/2023,Lincolnshire,0.011305748184177851,-0.8292370711725551,0.8175896635633274,2.0209127366102924,-1.2592963698591932,1.0
Week 22 (2023),5/29/2023,Anglesey,0.021691261051038656,1.1123911930363541,0.0,0.0,0.0,3.0
Week 22 (2023),5/29/2023,Cumbria,0.45262431393170316,0.327700972862263,0.3139400263002872,2.0209127366102924,1.3994589636460968,3.0
Week 22 (2023),5/29/2023,Merseyside,0.06849180004601085,0.42708653353814635,0.6570057190260582,2.0209127366102924,1.5000000000000009,1.0
Week 22 (2023),5/29/2023,Northamptonshire,-0.3155092516514936,-0.6438812083973375,0.7810933139256269,2.0209127366102924,0.2384304347721615,3.0
Week 22 (2023),5/29/2023,Northumberland,-0.2629243763762459,-0.7462877624167947,0.9781736029911072,2.0209127366102924,-1.0,1.0
Week 22 (2023),5/29/2023,Pembrokeshire,-0.5014953823906393,1.406810035842294,1.6387575459955297,2.0209127366102924,-0.5433287768729954,1.0
Week 22 (2023),5/29/2023,Merseyside,0.06849180004601085,0.42708653353814635,0.6570057190260582,2.0209127366102924,1.5000000000000009,3.5
Week 22 (2023),5/29/2023,Cumbria,0.45262431393170316,0.327700972862263,0.3139400263002872,2.0209127366102924,1.3994589636460968,3.0
Week 23 (2023),6/5/2023,Lancashire,0.18404706346336955,0.27777777777777773,1.3723341862315563,1.9688766077432176,1.4149393448257417,3.0
Week 23 (2023),6/5/2023,Buckinghamshire,-0.457751339271042,-0.6884792626728111,1.6387575459955297,1.1136730265306698,-0.7523139119619414,2.0
Week 23 (2023),6/5/2023,Carmarthenshire,-0.44039833043021065,0.9719918074756781,1.6387575459955297,0.937202401031599,1.5000000000000009,1.0
Week 23 (2023),6/5/2023,West Yorkshire,0.1971932822821815,-0.20865335381464423,0.0,0.0,0.0,1.0
Week 23 (2023),6/5/2023,Hertfordshire,-0.44927202813290923,-0.9982078853046595,1.6387575459955297,1.253944468147352,-1.0928822816597392,3.0
Week 23 (2023),6/5/2023,Dorset,-0.8056002892168131,0.09575012800819244,1.6387575459955297,0.8150305513561111,0.9737485028783822,1.0
Week 23 (2023),6/5/2023,Durham,0.5177309626318719,-0.2931899641577062,0.0,0.0,0.0,2.0
Week 23 (2023),6/5/2023,Suffolk,-0.33286226049232737,-0.6076292882744496,1.6387575459955297,1.3308674963408693,-0.2801623103643575,2.0
Week 23 (2023),6/5/2023,Essex,-0.468005389949715,-1.013056835637481,1.6387575459955297,1.253944468147352,-1.0928822816597392,1.0
Week 23 (2023),6/5/2023,Northumberland,-0.2629243763762459,-0.7462877624167947,1.6387575459955297,1.37611631782284,-1.4876319827772289,3.0
Week 23 (2023),6/5/2023,Merseyside,0.06849180004601085,0.42708653353814635,1.2701444052022,1.7969309594149527,1.5000000000000009,3.0
Week 23 (2023),6/5/2023,Hertfordshire,-0.44927202813290923,-0.9982078853046595,1.6387575459955297,1.253944468147352,-1.0928822816597392,1.0
Week 23 (2023),6/5/2023,Gloucestershire,-0.4390179774542362,0.04132104454685088,0.0,0.0,0.0,1.0
Week 23 (2023),6/5/2023,Tyne & Wear,0.5844480231373426,-0.2765488991295444,0.0,0.0,0.0,2.0
Week 23 (2023),6/5/2023,Cumbria,0.45262431393170316,0.327700972862263,0.9343779854696617,2.0209127366102924,1.2446551599768425,3.5
Week 23 (2023),6/5/2023,Greater Manchester,0.09228645610806158,0.04357398873527892,0.0,0.0,0.0,1.0
Week 24 (2023),6/12/2023,Bedfordshire,-0.3516613534032271,-0.8640552995391706,1.6387575459955297,0.2810936976880924,-2.4358052826218404,1.0
Week 24 (2023),6/12/2023,Carmarthenshire,-0.44039833043021065,0.9719918074756781,1.6387575459955297,0.1589218480126045,0.041055584213416874,3.5
